time,outdoor_PM2.5_conc_(µg/m3),outdoor_US_AQI,outdoor_category
2023-00-08,28.3,85,Moderate
2023-00-09,30.5,89,Moderate
2023-00-09,33.7,96,Moderate
2023-00-09,35.2,99,Moderate
2023-00-09,37.4,105,Unhealthy for Sensitive Groups
2023-00-09,37.7,106,Unhealthy for Sensitive Groups
2023-00-09,41.5,115,Unhealthy for Sensitive Groups
2023-00-09,48.2,132,Unhealthy for Sensitive Groups
2023-00-09,50.8,138,Unhealthy for Sensitive Groups
2023-00-09,57,151,Unhealthy
2023-00-09,46.6,128,Unhealthy for Sensitive Groups
2023-00-09,38.3,107,Unhealthy for Sensitive Groups
2023-00-09,33.4,95,Moderate
2023-00-09,32.4,93,Moderate
2023-00-09,29.7,88,Moderate
2023-00-09,31,90,Moderate
2023-00-09,33.6,96,Moderate
2023-00-09,37.5,105,Unhealthy for Sensitive Groups
2023-00-09,39.6,111,Unhealthy for Sensitive Groups
2023-00-09,37.3,105,Unhealthy for Sensitive Groups
2023-00-09,43.7,121,Unhealthy for Sensitive Groups
2023-00-09,49.4,135,Unhealthy for Sensitive Groups
2023-00-09,49.8,136,Unhealthy for Sensitive Groups
2023-00-09,49.8,136,Unhealthy for Sensitive Groups
2023-00-09,59,152,Unhealthy
2023-00-10,65.5,156,Unhealthy
2023-00-10,91.2,169,Unhealthy
2023-00-10,104.3,176,Unhealthy
2023-00-10,122.4,185,Unhealthy
2023-00-10,102.7,175,Unhealthy
2023-00-10,91.5,169,Unhealthy
2023-00-10,62.8,154,Unhealthy
2023-00-10,47,129,Unhealthy for Sensitive Groups
2023-00-10,44,121,Unhealthy for Sensitive Groups
2023-00-10,43,119,Unhealthy for Sensitive Groups
2023-00-10,56,151,Unhealthy
2023-00-10,76.3,161,Unhealthy
2023-00-10,99.3,173,Unhealthy
2023-00-10,164.2,214,Very Unhealthy
2023-00-10,119.7,184,Unhealthy
2023-00-10,76,161,Unhealthy
2023-00-10,55.8,151,Unhealthy
2023-00-10,53,144,Unhealthy for Sensitive Groups
2023-00-10,45.6,125,Unhealthy for Sensitive Groups
2023-00-10,47,129,Unhealthy for Sensitive Groups
2023-00-10,20.8,69,Moderate
2023-00-10,23.8,75,Moderate
2023-00-10,25.7,79,Moderate
2023-00-10,24.7,77,Moderate
2023-00-11,15.8,58,Moderate
2023-00-11,16.2,59,Moderate
2023-00-11,16.8,60,Moderate
2023-00-11,19.7,66,Moderate
2023-00-11,13.5,53,Moderate
2023-00-11,14.8,56,Moderate
2023-00-11,20.5,68,Moderate
2023-00-11,23.8,75,Moderate
2023-00-11,20.6,68,Moderate
2023-00-11,19.2,65,Moderate
2023-00-11,26.2,80,Moderate
2023-00-11,27.3,82,Moderate
2023-00-11,33,94,Moderate
2023-00-11,35,99,Moderate
2023-00-11,38.2,107,Unhealthy for Sensitive Groups
2023-00-11,37.3,105,Unhealthy for Sensitive Groups
2023-00-11,37.4,105,Unhealthy for Sensitive Groups
2023-00-11,42.8,118,Unhealthy for Sensitive Groups
2023-00-11,51.4,140,Unhealthy for Sensitive Groups
2023-00-11,52.2,142,Unhealthy for Sensitive Groups
2023-00-11,41,114,Unhealthy for Sensitive Groups
2023-00-11,39.4,110,Unhealthy for Sensitive Groups
2023-00-11,41.5,115,Unhealthy for Sensitive Groups
2023-00-11,33.6,96,Moderate
2023-00-12,32.2,93,Moderate
2023-00-12,26.2,80,Moderate
2023-00-12,25.8,79,Moderate
2023-00-12,28,84,Moderate
2023-00-12,27.2,82,Moderate
2023-00-12,26.2,80,Moderate
2023-00-12,26.7,81,Moderate
2023-00-12,32.6,94,Moderate
2023-00-12,43.3,120,Unhealthy for Sensitive Groups
2023-00-12,38.8,109,Unhealthy for Sensitive Groups
2023-00-12,32.2,93,Moderate
2023-00-12,37.2,105,Unhealthy for Sensitive Groups
2023-00-12,32.4,93,Moderate
2023-00-12,25.8,79,Moderate
2023-00-12,28.6,85,Moderate
2023-00-12,30,88,Moderate
2023-00-12,35,99,Moderate
2023-00-12,30.6,89,Moderate
2023-00-12,21,69,Moderate
2023-00-12,21,69,Moderate
2023-00-12,23.7,75,Moderate
2023-00-12,27.2,82,Moderate
2023-00-12,,,No Data
2023-00-12,21.2,70,Moderate
2023-00-13,23.4,74,Moderate
2023-00-13,17.3,61,Moderate
2023-00-13,17.8,62,Moderate
2023-00-13,18,63,Moderate
2023-00-13,18.2,63,Moderate
2023-00-13,15.5,58,Moderate
2023-00-13,15.2,57,Moderate
2023-00-13,16,59,Moderate
2023-00-13,15.4,57,Moderate
2023-00-13,18.2,63,Moderate
2023-00-13,32.5,93,Moderate
2023-00-13,26.7,81,Moderate
2023-00-13,21,69,Moderate
2023-00-13,23.3,74,Moderate
2023-00-13,25.5,79,Moderate
2023-00-13,36,102,Unhealthy for Sensitive Groups
2023-00-13,24.2,76,Moderate
2023-00-13,17.7,62,Moderate
2023-00-13,16.3,59,Moderate
2023-00-13,15.4,57,Moderate
2023-00-13,14,54,Moderate
2023-00-13,13.2,53,Moderate
2023-00-13,11,45,Good
2023-00-13,10.2,42,Good
2023-00-14,,,No Data
2023-00-14,14.8,56,Moderate
2023-00-14,15.4,57,Moderate
2023-00-14,13.6,54,Moderate
2023-00-14,13,52,Moderate
2023-00-14,14,54,Moderate
2023-00-14,12.3,51,Moderate
2023-00-14,11.8,49,Good
2023-00-14,13.2,53,Moderate
2023-00-14,11.8,49,Good
2023-00-14,13.2,53,Moderate
2023-00-14,16.2,59,Moderate
2023-00-14,12,50,Good
2023-00-14,,,No Data
2023-00-14,15.9,58,Moderate
2023-00-14,15,57,Moderate
2023-00-14,11,45,Good
2023-00-14,9,37,Good
2023-00-14,8.9,37,Good
2023-00-14,9.2,38,Good
2023-00-14,8.4,35,Good
2023-00-14,8.2,34,Good
2023-00-14,8.1,33,Good
2023-00-14,9.5,39,Good
2023-00-15,11.1,46,Good
2023-00-15,15.7,58,Moderate
2023-00-15,16,59,Moderate
2023-00-15,15.3,57,Moderate
2023-00-15,16.5,60,Moderate
2023-00-15,16.3,59,Moderate
2023-00-15,15.7,58,Moderate
2023-00-15,18.6,64,Moderate
2023-00-15,17,61,Moderate
2023-00-15,14.3,55,Moderate
2023-00-15,15.7,58,Moderate
2023-00-15,15.8,58,Moderate
2023-00-15,14.1,55,Moderate
2023-00-15,12.1,51,Moderate
2023-00-15,10.8,45,Good
2023-00-15,9.3,38,Good
2023-00-15,7.9,32,Good
2023-00-15,10.6,44,Good
2023-00-15,9.9,41,Good
2023-00-15,7.2,30,Good
2023-00-15,8.3,34,Good
2023-00-15,10.3,42,Good
2023-00-15,9,37,Good
2023-00-15,11.2,46,Good
2023-00-16,9.5,39,Good
2023-00-16,7.8,32,Good
2023-00-16,9.8,40,Good
2023-00-16,12.5,51,Moderate
2023-00-16,14.6,56,Moderate
2023-00-16,11.5,47,Good
2023-00-16,14.9,56,Moderate
2023-00-16,30.2,89,Moderate
2023-00-16,24,76,Moderate
2023-00-16,26.7,81,Moderate
2023-00-16,16.2,59,Moderate
2023-00-16,12.2,51,Moderate
2023-00-16,12.8,52,Moderate
2023-00-16,12.6,52,Moderate
2023-00-16,12.8,52,Moderate
2023-00-16,13.6,54,Moderate
2023-00-16,18.1,63,Moderate
2023-00-16,16.9,61,Moderate
2023-00-16,18.2,63,Moderate
2023-00-16,17.8,62,Moderate
2023-00-16,16.7,60,Moderate
2023-00-16,19,65,Moderate
2023-00-16,20.4,68,Moderate
2023-00-16,22.4,72,Moderate
2023-00-17,29,86,Moderate
2023-00-17,37.5,105,Unhealthy for Sensitive Groups
2023-00-17,42,117,Unhealthy for Sensitive Groups
2023-00-17,38.8,109,Unhealthy for Sensitive Groups
2023-00-17,44.9,124,Unhealthy for Sensitive Groups
2023-00-17,58.2,152,Unhealthy
2023-00-17,60.9,153,Unhealthy
2023-00-17,74.8,160,Unhealthy
2023-00-17,77.5,162,Unhealthy
2023-00-17,59.2,152,Unhealthy
2023-00-17,47,129,Unhealthy for Sensitive Groups
2023-00-17,44.5,123,Unhealthy for Sensitive Groups
2023-00-17,39.5,110,Unhealthy for Sensitive Groups
2023-00-17,42.5,118,Unhealthy for Sensitive Groups
2023-00-17,62,154,Unhealthy
2023-00-17,73.8,160,Unhealthy
2023-00-17,78.9,163,Unhealthy
2023-00-17,81.2,164,Unhealthy
2023-00-17,87.7,167,Unhealthy
2023-00-17,95.5,171,Unhealthy
2023-00-17,101.2,174,Unhealthy
2023-00-17,93.4,170,Unhealthy
2023-00-17,102.3,175,Unhealthy
2023-00-17,111.5,179,Unhealthy
2023-00-18,105.4,176,Unhealthy
2023-00-18,101.9,174,Unhealthy
2023-00-18,104.8,176,Unhealthy
2023-00-18,99.2,173,Unhealthy
2023-00-18,83.4,165,Unhealthy
2023-00-18,55.6,151,Unhealthy
2023-00-18,29.4,87,Moderate
2023-00-18,13,52,Moderate
2023-00-18,11.9,49,Good
2023-00-18,10.1,42,Good
2023-00-18,13.1,53,Moderate
2023-00-18,16.7,60,Moderate
2023-00-18,21.5,70,Moderate
2023-00-18,14.1,55,Moderate
2023-00-18,14.2,55,Moderate
2023-00-18,34.8,98,Moderate
2023-00-18,63.3,155,Unhealthy
2023-00-18,71.3,159,Unhealthy
2023-00-18,67.6,157,Unhealthy
2023-00-18,70.9,158,Unhealthy
2023-00-18,69.3,158,Unhealthy
2023-00-18,62.8,154,Unhealthy
2023-00-18,63.8,155,Unhealthy
2023-00-18,68.5,157,Unhealthy
2023-00-19,65.7,156,Unhealthy
2023-00-19,64.2,155,Unhealthy
2023-00-19,53.7,145,Unhealthy for Sensitive Groups
2023-00-19,49.5,135,Unhealthy for Sensitive Groups
2023-00-19,47.8,131,Unhealthy for Sensitive Groups
2023-00-19,41.7,116,Unhealthy for Sensitive Groups
2023-00-19,37,104,Unhealthy for Sensitive Groups
2023-00-19,33.1,95,Moderate
2023-00-19,31.2,91,Moderate
2023-00-19,28.9,86,Moderate
2023-00-19,26.5,81,Moderate
2023-00-19,27.5,83,Moderate
2023-00-19,26.2,80,Moderate
2023-00-19,26.8,81,Moderate
2023-00-19,28.1,84,Moderate
2023-00-19,34.2,97,Moderate
2023-00-19,32.6,94,Moderate
2023-00-19,33.8,96,Moderate
2023-00-19,35.8,101,Unhealthy for Sensitive Groups
2023-00-19,42.7,118,Unhealthy for Sensitive Groups
2023-00-19,42.1,117,Unhealthy for Sensitive Groups
2023-00-19,41.1,114,Unhealthy for Sensitive Groups
2023-00-19,42.8,118,Unhealthy for Sensitive Groups
2023-00-19,45.5,125,Unhealthy for Sensitive Groups
2023-00-20,38.7,108,Unhealthy for Sensitive Groups
2023-00-20,35.1,99,Moderate
2023-00-20,33.1,95,Moderate
2023-00-20,33.4,95,Moderate
2023-00-20,30.7,90,Moderate
2023-00-20,28.8,86,Moderate
2023-00-20,33.8,96,Moderate
2023-00-20,35.2,99,Moderate
2023-00-20,35.6,101,Unhealthy for Sensitive Groups
2023-00-20,33.7,96,Moderate
2023-00-20,35.9,101,Unhealthy for Sensitive Groups
2023-00-20,35.8,101,Unhealthy for Sensitive Groups
2023-00-20,36.1,102,Unhealthy for Sensitive Groups
2023-00-20,35.5,101,Unhealthy for Sensitive Groups
2023-00-20,35.4,100,Moderate
2023-00-20,36.8,104,Unhealthy for Sensitive Groups
2023-00-20,34.4,97,Moderate
2023-00-20,31.4,91,Moderate
2023-00-20,30.2,89,Moderate
2023-00-20,17.4,62,Moderate
2023-00-20,14.2,55,Moderate
2023-00-20,13.6,54,Moderate
2023-00-20,14.7,56,Moderate
2023-00-20,15.4,57,Moderate
2023-00-21,14.7,56,Moderate
2023-00-21,10.5,43,Good
2023-00-21,10,41,Good
2023-00-21,9.3,38,Good
2023-00-21,10.1,42,Good
2023-00-21,12.7,52,Moderate
2023-00-21,17.2,61,Moderate
2023-00-21,27.7,83,Moderate
2023-00-21,24.3,76,Moderate
2023-00-21,17,61,Moderate
2023-00-21,12.7,52,Moderate
2023-00-21,9.4,39,Good
2023-00-21,8.7,36,Good
2023-00-21,10.2,42,Good
2023-00-21,8.8,36,Good
2023-00-21,16.1,59,Moderate
2023-00-21,8,33,Good
2023-00-21,9,37,Good
2023-00-21,8,33,Good
2023-00-21,9.8,40,Good
2023-00-21,12.2,51,Moderate
2023-00-21,13.7,54,Moderate
2023-00-21,18.2,63,Moderate
2023-00-21,17.7,62,Moderate
2023-00-22,14.8,56,Moderate
2023-00-22,11.4,47,Good
2023-00-22,10.2,42,Good
2023-00-22,10.6,44,Good
2023-00-22,12.4,51,Moderate
2023-00-22,13.9,54,Moderate
2023-00-22,15.1,57,Moderate
2023-00-22,15.1,57,Moderate
2023-00-22,17.6,62,Moderate
2023-00-22,17.4,62,Moderate
2023-00-22,13.7,54,Moderate
2023-00-22,11.4,47,Good
2023-00-22,10.3,42,Good
2023-00-22,9.8,40,Good
2023-00-22,9.5,39,Good
2023-00-22,10.2,42,Good
2023-00-22,10.7,44,Good
2023-00-22,11.2,46,Good
2023-00-22,12.1,51,Moderate
2023-00-22,12.9,52,Moderate
2023-00-22,15.5,58,Moderate
2023-00-22,15,57,Moderate
2023-00-22,16.2,59,Moderate
2023-00-22,18.9,65,Moderate
2023-00-23,17.6,62,Moderate
2023-00-23,14.8,56,Moderate
2023-00-23,13.9,54,Moderate
2023-00-23,15,57,Moderate
2023-00-23,15.2,57,Moderate
2023-00-23,15.5,58,Moderate
2023-00-23,16.9,61,Moderate
2023-00-23,17.4,62,Moderate
2023-00-23,16.1,59,Moderate
2023-00-23,15.8,58,Moderate
2023-00-23,21.1,69,Moderate
2023-00-23,19.6,66,Moderate
2023-00-23,19.3,66,Moderate
2023-00-23,22.6,73,Moderate
2023-00-23,24.5,77,Moderate
2023-00-23,21.7,71,Moderate
2023-00-23,20.2,68,Moderate
2023-00-23,17.7,62,Moderate
2023-00-23,21.9,71,Moderate
2023-00-23,19.2,65,Moderate
2023-00-23,22.1,72,Moderate
2023-00-23,60.1,153,Unhealthy
2023-00-23,57.7,152,Unhealthy
2023-00-23,47.8,131,Unhealthy for Sensitive Groups
2023-00-24,22.3,72,Moderate
2023-00-24,17.7,62,Moderate
2023-00-24,16.6,60,Moderate
2023-00-24,16.3,59,Moderate
2023-00-24,16.1,59,Moderate
2023-00-24,19.3,66,Moderate
2023-00-24,20.2,68,Moderate
2023-00-24,24.8,77,Moderate
2023-00-24,28.3,85,Moderate
2023-00-24,24.2,76,Moderate
2023-00-24,17.6,62,Moderate
2023-00-24,13.8,54,Moderate
2023-00-24,13.7,54,Moderate
2023-00-24,14.2,55,Moderate
2023-00-24,10,41,Good
2023-00-24,12.8,52,Moderate
2023-00-24,13.7,54,Moderate
2023-00-24,13.8,54,Moderate
2023-00-24,17.2,61,Moderate
2023-00-24,23.3,74,Moderate
2023-00-24,25.8,79,Moderate
2023-00-24,27.1,82,Moderate
2023-00-24,25.1,78,Moderate
2023-00-24,24.1,76,Moderate
2023-00-25,21.4,70,Moderate
2023-00-25,17.8,62,Moderate
2023-00-25,16.8,60,Moderate
2023-00-25,16.7,60,Moderate
2023-00-25,15.8,58,Moderate
2023-00-25,14.5,56,Moderate
2023-00-25,14.8,56,Moderate
2023-00-25,15.8,58,Moderate
2023-00-25,19.8,67,Moderate
2023-00-25,18.6,64,Moderate
2023-00-25,38.8,109,Unhealthy for Sensitive Groups
2023-00-25,50.6,138,Unhealthy for Sensitive Groups
2023-00-25,56.2,151,Unhealthy
2023-00-25,54.3,147,Unhealthy for Sensitive Groups
2023-00-25,26.8,81,Moderate
2023-00-25,23.8,75,Moderate
2023-00-25,21.3,70,Moderate
2023-00-25,21.9,71,Moderate
2023-00-25,21.8,71,Moderate
2023-00-25,31.1,90,Moderate
2023-00-25,14.3,55,Moderate
2023-00-25,12.3,51,Moderate
2023-00-25,10.3,42,Good
2023-00-25,10.5,43,Good
2023-00-26,11.8,49,Good
2023-00-26,10.4,43,Good
2023-00-26,11.8,49,Good
2023-00-26,12.2,51,Moderate
2023-00-26,8.8,36,Good
2023-00-26,8.5,35,Good
2023-00-26,10.8,45,Good
2023-00-26,14.7,56,Moderate
2023-00-26,17.2,61,Moderate
2023-00-26,19,65,Moderate
2023-00-26,15.7,58,Moderate
2023-00-26,17.7,62,Moderate
2023-00-26,20.8,69,Moderate
2023-00-26,34.6,98,Moderate
2023-00-26,48.8,133,Unhealthy for Sensitive Groups
2023-00-26,21.2,70,Moderate
2023-00-26,20.7,69,Moderate
2023-00-26,22.7,73,Moderate
2023-00-26,19.4,66,Moderate
2023-00-26,24.1,76,Moderate
2023-00-26,25.2,78,Moderate
2023-00-26,24.3,76,Moderate
2023-00-26,30.2,89,Moderate
2023-00-26,34.4,97,Moderate
2023-00-27,44.7,123,Unhealthy for Sensitive Groups
2023-00-27,63.9,155,Unhealthy
2023-00-27,71.5,159,Unhealthy
2023-00-27,56.8,151,Unhealthy
2023-00-27,29.4,87,Moderate
2023-00-27,23.1,74,Moderate
2023-00-27,25.1,78,Moderate
2023-00-27,21,69,Moderate
2023-00-27,14.9,56,Moderate
2023-00-27,8.1,33,Good
2023-00-27,10,41,Good
2023-00-27,12.4,51,Moderate
2023-00-27,12.3,51,Moderate
2023-00-27,11,45,Good
2023-00-27,17.6,62,Moderate
2023-00-27,22.3,72,Moderate
2023-00-27,17.9,63,Moderate
2023-00-27,18.2,63,Moderate
2023-00-27,8.8,36,Good
2023-00-27,5.9,24,Good
2023-00-27,7,29,Good
2023-00-27,6.5,27,Good
2023-00-27,60.7,153,Unhealthy
2023-00-27,56,151,Unhealthy
2023-00-28,28.5,85,Moderate
2023-00-28,10.6,44,Good
2023-00-28,7.2,30,Good
2023-00-28,6.2,25,Good
2023-00-28,6.8,28,Good
2023-00-28,11.4,47,Good
2023-00-28,19.8,67,Moderate
2023-00-28,15.2,57,Moderate
2023-00-28,11.4,47,Good
2023-00-28,10.8,45,Good
2023-00-28,12,50,Good
2023-00-28,13.2,53,Moderate
2023-00-28,27.2,82,Moderate
2023-00-28,31.4,91,Moderate
2023-00-28,28.8,86,Moderate
2023-00-28,26.7,81,Moderate
2023-00-28,31.2,91,Moderate
2023-00-28,32.5,93,Moderate
2023-00-28,21.7,71,Moderate
2023-00-28,12.7,52,Moderate
2023-00-28,11.2,46,Good
2023-00-28,11,45,Good
2023-00-28,13.2,53,Moderate
2023-00-28,16.2,59,Moderate
2023-00-29,19.2,65,Moderate
2023-00-29,23.6,75,Moderate
2023-00-29,26.5,81,Moderate
2023-00-29,30.2,89,Moderate
2023-00-29,31.4,91,Moderate
2023-00-29,30.4,89,Moderate
2023-00-29,27.1,82,Moderate
2023-00-29,26.4,81,Moderate
2023-00-29,25.1,78,Moderate
2023-00-29,19.5,66,Moderate
2023-00-29,17.1,61,Moderate
2023-00-29,14.5,56,Moderate
2023-00-29,16,59,Moderate
2023-00-29,19.8,67,Moderate
2023-00-29,26.4,81,Moderate
2023-00-29,33,94,Moderate
2023-00-29,33.8,96,Moderate
2023-00-29,35.1,99,Moderate
2023-00-29,41.2,115,Unhealthy for Sensitive Groups
2023-00-29,44.6,123,Unhealthy for Sensitive Groups
2023-00-29,52.9,143,Unhealthy for Sensitive Groups
2023-00-29,68.5,157,Unhealthy
2023-00-29,67.5,157,Unhealthy
2023-00-29,69.6,158,Unhealthy
2023-00-30,71.6,159,Unhealthy
2023-00-30,73.7,160,Unhealthy
2023-00-30,75.2,161,Unhealthy
2023-00-30,70.2,158,Unhealthy
2023-00-30,73.9,160,Unhealthy
2023-00-30,74.4,160,Unhealthy
2023-00-30,72.5,159,Unhealthy
2023-00-30,77.6,162,Unhealthy
2023-00-30,71.5,159,Unhealthy
2023-00-30,63.8,155,Unhealthy
2023-00-30,63.1,154,Unhealthy
2023-00-30,59.3,152,Unhealthy
2023-00-30,57.3,151,Unhealthy
2023-00-30,57.5,152,Unhealthy
2023-00-30,54,146,Unhealthy for Sensitive Groups
2023-00-30,57.9,152,Unhealthy
2023-00-30,55.5,151,Unhealthy
2023-00-30,57.4,151,Unhealthy
2023-00-30,56.9,151,Unhealthy
2023-00-30,57.6,152,Unhealthy
2023-00-30,62.5,154,Unhealthy
2023-00-30,68.3,157,Unhealthy
2023-00-30,71.5,159,Unhealthy
2023-00-30,78.1,162,Unhealthy
2023-00-31,76,161,Unhealthy
2023-00-31,79.9,163,Unhealthy
2023-00-31,83.2,165,Unhealthy
2023-00-31,87.5,167,Unhealthy
2023-00-31,108.7,178,Unhealthy
2023-00-31,125.2,186,Unhealthy
2023-00-31,129.6,189,Unhealthy
2023-00-31,118.7,183,Unhealthy
2023-00-31,110.3,179,Unhealthy
2023-00-31,93.6,170,Unhealthy
2023-00-31,77.8,162,Unhealthy
2023-00-31,59.4,153,Unhealthy
2023-00-31,52.8,143,Unhealthy for Sensitive Groups
2023-00-31,49.6,135,Unhealthy for Sensitive Groups
2023-00-31,49.4,135,Unhealthy for Sensitive Groups
2023-00-31,53.2,144,Unhealthy for Sensitive Groups
2023-00-31,44.1,122,Unhealthy for Sensitive Groups
2023-00-31,40.7,113,Unhealthy for Sensitive Groups
2023-00-31,40.2,112,Unhealthy for Sensitive Groups
2023-00-31,47,129,Unhealthy for Sensitive Groups
2023-00-31,46.6,128,Unhealthy for Sensitive Groups
2023-00-31,42,117,Unhealthy for Sensitive Groups
2023-00-31,43.8,121,Unhealthy for Sensitive Groups
2023-00-31,41.8,116,Unhealthy for Sensitive Groups
2023-01-01,42.1,117,Unhealthy for Sensitive Groups
2023-01-01,39.1,109,Unhealthy for Sensitive Groups
2023-01-01,37.5,105,Unhealthy for Sensitive Groups
2023-01-01,33.5,96,Moderate
2023-01-01,31.4,91,Moderate
2023-01-01,27.9,84,Moderate
2023-01-01,25.5,79,Moderate
2023-01-01,21,69,Moderate
2023-01-01,18.5,64,Moderate
2023-01-01,15.4,57,Moderate
2023-01-01,16.5,60,Moderate
2023-01-01,35.8,101,Unhealthy for Sensitive Groups
2023-01-01,71.8,159,Unhealthy
2023-01-01,74.7,160,Unhealthy
2023-01-01,64.5,155,Unhealthy
2023-01-01,61.8,154,Unhealthy
2023-01-01,61.3,153,Unhealthy
2023-01-01,59,152,Unhealthy
2023-01-01,50.5,137,Unhealthy for Sensitive Groups
2023-01-01,48,131,Unhealthy for Sensitive Groups
2023-01-01,51.6,140,Unhealthy for Sensitive Groups
2023-01-01,43,119,Unhealthy for Sensitive Groups
2023-01-01,50.3,137,Unhealthy for Sensitive Groups
2023-01-01,54.7,148,Unhealthy for Sensitive Groups
2023-01-02,59.3,152,Unhealthy
2023-01-02,60.5,153,Unhealthy
2023-01-02,61.6,154,Unhealthy
2023-01-02,55.6,151,Unhealthy
2023-01-02,50.1,136,Unhealthy for Sensitive Groups
2023-01-02,38.8,109,Unhealthy for Sensitive Groups
2023-01-02,25.5,79,Moderate
2023-01-02,32.1,93,Moderate
2023-01-02,36.6,103,Unhealthy for Sensitive Groups
2023-01-02,39,109,Unhealthy for Sensitive Groups
2023-01-02,43.7,121,Unhealthy for Sensitive Groups
2023-01-02,44.5,123,Unhealthy for Sensitive Groups
2023-01-02,45.6,125,Unhealthy for Sensitive Groups
2023-01-02,46.5,128,Unhealthy for Sensitive Groups
2023-01-02,48,131,Unhealthy for Sensitive Groups
2023-01-02,46.1,127,Unhealthy for Sensitive Groups
2023-01-02,48.5,133,Unhealthy for Sensitive Groups
2023-01-02,52.3,142,Unhealthy for Sensitive Groups
2023-01-02,53.9,146,Unhealthy for Sensitive Groups
2023-01-02,54,146,Unhealthy for Sensitive Groups
2023-01-02,53.3,144,Unhealthy for Sensitive Groups
2023-01-02,58,152,Unhealthy
2023-01-02,62.5,154,Unhealthy
2023-01-02,63.4,155,Unhealthy
2023-01-03,71.4,159,Unhealthy
2023-01-03,67.7,157,Unhealthy
2023-01-03,61.9,154,Unhealthy
2023-01-03,64.8,155,Unhealthy
2023-01-03,58,152,Unhealthy
2023-01-03,59.3,152,Unhealthy
2023-01-03,59.5,153,Unhealthy
2023-01-03,59.9,153,Unhealthy
2023-01-03,73.4,160,Unhealthy
2023-01-03,66.8,156,Unhealthy
2023-01-03,65.1,155,Unhealthy
2023-01-03,70.8,158,Unhealthy
2023-01-03,64.8,155,Unhealthy
2023-01-03,69.2,158,Unhealthy
2023-01-03,77.8,162,Unhealthy
2023-01-03,78.5,162,Unhealthy
2023-01-03,,,No Data
2023-01-03,79.8,163,Unhealthy
2023-01-03,58.3,152,Unhealthy
2023-01-03,50.3,137,Unhealthy for Sensitive Groups
2023-01-03,47.5,130,Unhealthy for Sensitive Groups
2023-01-03,58.6,152,Unhealthy
2023-01-03,61.4,154,Unhealthy
2023-01-03,57.8,152,Unhealthy
2023-01-04,58.5,152,Unhealthy
2023-01-04,51.5,140,Unhealthy for Sensitive Groups
2023-01-04,43.1,119,Unhealthy for Sensitive Groups
2023-01-04,42.7,118,Unhealthy for Sensitive Groups
2023-01-04,35,99,Moderate
2023-01-04,32.3,93,Moderate
2023-01-04,37.9,106,Unhealthy for Sensitive Groups
2023-01-04,26,80,Moderate
2023-01-04,27.1,82,Moderate
2023-01-04,26.3,80,Moderate
2023-01-04,28.4,85,Moderate
2023-01-04,25.7,79,Moderate
2023-01-04,24.2,76,Moderate
2023-01-04,19.8,67,Moderate
2023-01-04,21.2,70,Moderate
2023-01-04,19.6,66,Moderate
2023-01-04,21.2,70,Moderate
2023-01-04,25.8,79,Moderate
2023-01-04,26.8,81,Moderate
2023-01-04,24,76,Moderate
2023-01-04,22.3,72,Moderate
2023-01-04,22.1,72,Moderate
2023-01-04,24.8,77,Moderate
2023-01-04,25.9,80,Moderate
2023-01-05,29.1,86,Moderate
2023-01-05,25.1,78,Moderate
2023-01-05,25.8,79,Moderate
2023-01-05,23.8,75,Moderate
2023-01-05,25.7,79,Moderate
2023-01-05,20.9,69,Moderate
2023-01-05,18.2,63,Moderate
2023-01-05,19.1,65,Moderate
2023-01-05,17.8,62,Moderate
2023-01-05,20.2,68,Moderate
2023-01-05,21.4,70,Moderate
2023-01-05,17.1,61,Moderate
2023-01-05,16.4,60,Moderate
2023-01-05,15.7,58,Moderate
2023-01-05,17.5,62,Moderate
2023-01-05,16.8,60,Moderate
2023-01-05,17.6,62,Moderate
2023-01-05,16.9,61,Moderate
2023-01-05,17.4,62,Moderate
2023-01-05,19.2,65,Moderate
2023-01-05,19,65,Moderate
2023-01-05,19.1,65,Moderate
2023-01-05,17.2,61,Moderate
2023-01-05,17.7,62,Moderate
2023-01-06,17.2,61,Moderate
2023-01-06,17.4,62,Moderate
2023-01-06,20.1,67,Moderate
2023-01-06,18.9,65,Moderate
2023-01-06,23.9,75,Moderate
2023-01-06,24.8,77,Moderate
2023-01-06,29.2,86,Moderate
2023-01-06,35.6,101,Unhealthy for Sensitive Groups
2023-01-06,43.2,119,Unhealthy for Sensitive Groups
2023-01-06,40.8,114,Unhealthy for Sensitive Groups
2023-01-06,29.3,87,Moderate
2023-01-06,22.1,72,Moderate
2023-01-06,31.6,92,Moderate
2023-01-06,33.2,95,Moderate
2023-01-06,34.3,97,Moderate
2023-01-06,34.2,97,Moderate
2023-01-06,26.6,81,Moderate
2023-01-06,24.1,76,Moderate
2023-01-06,26.7,81,Moderate
2023-01-06,32.4,93,Moderate
2023-01-06,38.9,109,Unhealthy for Sensitive Groups
2023-01-06,38,107,Unhealthy for Sensitive Groups
2023-01-06,37.1,104,Unhealthy for Sensitive Groups
2023-01-06,47.8,131,Unhealthy for Sensitive Groups
2023-01-07,58.4,152,Unhealthy
2023-01-07,77.9,162,Unhealthy
2023-01-07,91.7,169,Unhealthy
2023-01-07,82.7,165,Unhealthy
2023-01-07,83.2,165,Unhealthy
2023-01-07,73.9,160,Unhealthy
2023-01-07,69.4,158,Unhealthy
2023-01-07,63,154,Unhealthy
